method,matrix_name,d_det,d_hamming,prototype,center_pattern_key,center_active_determinants,center_weight,center_weight_pct,n_unique_patterns_in_ball,incremental_covered_weight,incremental_covered_pct,cumulative_covered_weight,cumulative_covered_pct,weighted_mean_hamming,max_hamming_in_ball,total_weight,n_unique_patterns,n_bootstraps,pool_weighting,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,odd_radius_redundant,radius_can_cover_any_pattern
EFA,matrix_32_raw_0_1,11,1,10,11101000011110001100000000000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_18_autonomy; det_32_own_significance,3.620238095238095,0.7240476190476018,1,3.620238095238095,0.7240476190476018,80.36666666666666,16.073333333332954,0,0,500.00000000001177,1716,100,equal_candidate,22,0,11,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,1,11,00010111000001011000101010000001,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,3.600000000000001,0.7199999999999833,1,3.600000000000001,0.7199999999999833,83.96666666666665,16.79333333333294,0,0,500.00000000001177,1716,100,equal_candidate,22,0,11,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,1,12,11101010011110101000000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence,3.5666666666666673,0.7133333333333167,1,3.5666666666666673,0.7133333333333167,87.53333333333332,17.506666666666252,0,0,500.00000000001177,1716,100,equal_candidate,22,0,11,100,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,2,1,00000000001000000000011101111111,det_11_knowledge; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,21.298809523809513,4.2597619047618025,23,74.01428571428572,14.802857142856794,74.01428571428572,14.802857142856794,1.4244676059962686,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,2,10010111000001011000101010000000,det_01_profits; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,6.6000000000000005,1.319999999999969,18,31.499999999999996,6.299999999999851,105.51428571428572,21.10285714285665,1.580952380952381,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,3,11101010111010000011000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_20_coziness,4.25,0.84999999999998,14,16.5,3.2999999999999226,122.01428571428572,24.402857142856572,1.4848484848484849,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,4,11101000011110001100000000000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_18_autonomy; det_32_own_significance,3.620238095238095,0.7240476190476018,29,21.613095238095237,4.322619047618946,143.62738095238095,28.725476190475515,1.6649958689066378,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,5,11101010011110101000000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence,3.5666666666666673,0.7133333333333167,19,15.022619047619042,3.0045238095237377,158.64999999999998,31.72999999999925,1.5251604723036694,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,6,00000000001110111100000011000101,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_25_agreement; det_26_novelty; det_30_authority; det_32_own_significance,2.4107142857142856,0.48214285714284577,30,13.930952380952375,2.7861904761904093,172.58095238095234,34.51619047618966,1.6539053153307124,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,7,00010001001110111100000001000001,det_04_added_value; det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_26_novelty; det_32_own_significance,2.2119047619047616,0.4423809523809419,27,12.127380952380946,2.425476190476132,184.7083333333333,36.94166666666579,1.6352213605575734,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,8,00000001000010000000011101111110,det_08_trust; det_13_technical_fit; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.091666666666667,0.4183333333333235,7,4.7476190476190485,0.9495238095237875,189.45595238095234,37.89119047618957,1.118856569709127,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,9,11101010110000000011100010000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement,2,0.3999999999999906,8,4.5,0.8999999999999788,193.95595238095234,38.791190476189556,1.1111111111111112,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,10,00000000001110110100010011100001,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,1.8,0.35999999999999155,16,7.266666666666669,1.4533333333332998,201.22261904761902,40.24452380952285,1.5045871559633024,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,11,00000000101010110111000001100001,det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,1.7,0.339999999999992,12,5.7,1.1399999999999733,206.922619047619,41.384523809522825,1.4035087719298245,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,2,12,10010101001001001000001110000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_25_agreement; det_32_own_significance,1.6964285714285714,0.3392857142857063,38,12.267857142857132,2.4535714285713683,219.19047619047615,43.8380952380942,1.7234352256186318,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,3,1,00000000001000000000011101111111,det_11_knowledge; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,21.298809523809513,4.2597619047618025,23,74.01428571428572,14.802857142856794,74.01428571428572,14.802857142856794,1.4244676059962686,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,2,10010111000001011000101010000000,det_01_profits; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,6.6000000000000005,1.319999999999969,18,31.499999999999996,6.299999999999851,105.51428571428572,21.10285714285665,1.580952380952381,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,3,11101010111010000011000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_20_coziness,4.25,0.84999999999998,14,16.5,3.2999999999999226,122.01428571428572,24.402857142856572,1.4848484848484849,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,4,11101000011110001100000000000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_18_autonomy; det_32_own_significance,3.620238095238095,0.7240476190476018,29,21.613095238095237,4.322619047618946,143.62738095238095,28.725476190475515,1.6649958689066378,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,5,11101010011110101000000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence,3.5666666666666673,0.7133333333333167,19,15.022619047619042,3.0045238095237377,158.64999999999998,31.72999999999925,1.5251604723036694,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,6,00000000001110111100000011000101,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_25_agreement; det_26_novelty; det_30_authority; det_32_own_significance,2.4107142857142856,0.48214285714284577,30,13.930952380952375,2.7861904761904093,172.58095238095234,34.51619047618966,1.6539053153307124,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,7,00010001001110111100000001000001,det_04_added_value; det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_26_novelty; det_32_own_significance,2.2119047619047616,0.4423809523809419,27,12.127380952380946,2.425476190476132,184.7083333333333,36.94166666666579,1.6352213605575734,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,8,00000001000010000000011101111110,det_08_trust; det_13_technical_fit; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.091666666666667,0.4183333333333235,7,4.7476190476190485,0.9495238095237875,189.45595238095234,37.89119047618957,1.118856569709127,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,9,11101010110000000011100010000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement,2,0.3999999999999906,8,4.5,0.8999999999999788,193.95595238095234,38.791190476189556,1.1111111111111112,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,10,00000000001110110100010011100001,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,1.8,0.35999999999999155,16,7.266666666666669,1.4533333333332998,201.22261904761902,40.24452380952285,1.5045871559633024,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,11,00000000101010110111000001100001,det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,1.7,0.339999999999992,12,5.7,1.1399999999999733,206.922619047619,41.384523809522825,1.4035087719298245,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,3,12,10010101001001001000001110000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_25_agreement; det_32_own_significance,1.6964285714285714,0.3392857142857063,38,12.267857142857132,2.4535714285713683,219.19047619047615,43.8380952380942,1.7234352256186318,2,500.00000000001177,1716,100,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,4,1,00000000001000000000011101111111,det_11_knowledge; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,21.298809523809513,4.2597619047618025,56,84.6130952380952,16.92261904761864,84.6130952380952,16.92261904761864,1.7470840661273335,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,2,10010111000001011000101010000000,det_01_profits; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,6.6000000000000005,1.319999999999969,57,45.72738095238097,9.145476190475978,130.34047619047618,26.068095238094624,2.3336023534924886,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,3,11101010111010000011000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_20_coziness,4.25,0.84999999999998,27,22.2,4.439999999999896,152.54047619047617,30.508095238094516,2.1306306306306304,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,4,11101000011110001100000000000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_18_autonomy; det_32_own_significance,3.620238095238095,0.7240476190476018,102,45.93571428571431,9.187142857142646,198.47619047619048,39.695238095237166,2.9013631887212967,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,5,11101010011110100000100000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties,3.333333333333334,0.6666666666666511,28,10.842857142857136,2.168571428571376,209.3190476190476,41.863809523808534,2.106280193236717,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,6,00000000001110111100000011000101,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_25_agreement; det_26_novelty; det_30_authority; det_32_own_significance,2.4107142857142856,0.48214285714284577,105,39.901190476190486,7.980238095237909,249.2202380952381,49.84404761904644,3.180893278038009,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,7,00000000101010110111000001100001,det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,1.7,0.339999999999992,46,14.084523809523803,2.816904761904694,263.3047619047619,52.660952380951144,2.9492012509508916,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,8,10010101001001001000001110000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_25_agreement; det_32_own_significance,1.6964285714285714,0.3392857142857063,120,26.157142857142848,5.231428571428447,289.46190476190475,57.89238095237958,2.970507919169851,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,9,00100011100110011000100010000100,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_12_own_competence; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_25_agreement; det_30_authority,0.8690476190476191,0.17380952380951972,101,19.089285714285694,3.817857142857049,308.5511904761904,61.71023809523663,3.1817898347365152,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,10,00010001101110111100000000000001,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance,0.869047619047619,0.1738095238095197,53,12.602380952380942,2.520476190476129,321.15357142857135,64.23071428571275,3.038352541092012,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,11,10000000000100000100000101111111,det_01_profits; det_12_own_competence; det_18_autonomy; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,0.7857142857142856,0.15714285714285342,12,2.464285714285714,0.49285714285713117,323.6178571428571,64.72357142856988,1.9855072463768118,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,4,12,11101010110000000010100010000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing; det_21_rights_and_duties; det_25_agreement; det_32_own_significance,0.75,0.14999999999999647,7,2.2,0.4399999999999897,325.81785714285706,65.16357142856988,1.9545454545454544,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,5,1,00000000001000000000011101111111,det_11_knowledge; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,21.298809523809513,4.2597619047618025,56,84.6130952380952,16.92261904761864,84.6130952380952,16.92261904761864,1.7470840661273335,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,2,10010111000001011000101010000000,det_01_profits; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,6.6000000000000005,1.319999999999969,57,45.72738095238097,9.145476190475978,130.34047619047618,26.068095238094624,2.3336023534924886,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,3,11101010111010000011000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_20_coziness,4.25,0.84999999999998,27,22.2,4.439999999999896,152.54047619047617,30.508095238094516,2.1306306306306304,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,4,11101000011110001100000000000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_18_autonomy; det_32_own_significance,3.620238095238095,0.7240476190476018,102,45.93571428571431,9.187142857142646,198.47619047619048,39.695238095237166,2.9013631887212967,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,5,11101010011110100000100000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_21_rights_and_duties,3.333333333333334,0.6666666666666511,28,10.842857142857136,2.168571428571376,209.3190476190476,41.863809523808534,2.106280193236717,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,6,00000000001110111100000011000101,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_25_agreement; det_26_novelty; det_30_authority; det_32_own_significance,2.4107142857142856,0.48214285714284577,105,39.901190476190486,7.980238095237909,249.2202380952381,49.84404761904644,3.180893278038009,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,7,00000000101010110111000001100001,det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,1.7,0.339999999999992,46,14.084523809523803,2.816904761904694,263.3047619047619,52.660952380951144,2.9492012509508916,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,8,10010101001001001000001110000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_25_agreement; det_32_own_significance,1.6964285714285714,0.3392857142857063,120,26.157142857142848,5.231428571428447,289.46190476190475,57.89238095237958,2.970507919169851,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,9,00100011100110011000100010000100,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_12_own_competence; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_25_agreement; det_30_authority,0.8690476190476191,0.17380952380951972,101,19.089285714285694,3.817857142857049,308.5511904761904,61.71023809523663,3.1817898347365152,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,10,00010001101110111100000000000001,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance,0.869047619047619,0.1738095238095197,53,12.602380952380942,2.520476190476129,321.15357142857135,64.23071428571275,3.038352541092012,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,11,10000000000100000100000101111111,det_01_profits; det_12_own_competence; det_18_autonomy; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,0.7857142857142856,0.15714285714285342,12,2.464285714285714,0.49285714285713117,323.6178571428571,64.72357142856988,1.9855072463768118,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,5,12,11101010110000000010100010000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing; det_21_rights_and_duties; det_25_agreement; det_32_own_significance,0.75,0.14999999999999647,7,2.2,0.4399999999999897,325.81785714285706,65.16357142856988,1.9545454545454544,4,500.00000000001177,1716,100,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_raw_0_1,11,6,1,00000000001000000000011101111111,det_11_knowledge; det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,21.298809523809513,4.2597619047618025,88,90.18452380952375,18.036904761904328,90.18452380952375,18.036904761904328,2.0098211339185568,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,6,2,10010111000001011000101010000000,det_01_profits; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,6.6000000000000005,1.319999999999969,134,63.17857142857146,12.635714285713995,153.3630952380952,30.67261904761832,3.3463350292067053,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,6,3,11101010111010000011000000000000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing; det_20_coziness,4.25,0.84999999999998,64,42.25476190476195,8.45095238095219,195.61785714285716,39.123571428570514,3.967093029807848,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,6,4,11101000011110001100000000000001,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_17_adherence; det_18_autonomy; det_32_own_significance,3.620238095238095,0.7240476190476018,147,45.85119047619049,9.170238095237881,241.46904761904764,48.29380952380839,3.5610541347526947,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,6,5,00000000001110111100000011000101,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_25_agreement; det_26_novelty; det_30_authority; det_32_own_significance,2.4107142857142856,0.48214285714284577,202,63.18452380952391,12.636904761904484,304.6535714285716,60.93071428571289,4.223683466792269,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,6,6,00000000101010110111000001100001,det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,1.7,0.339999999999992,109,27.720238095238095,5.544047619047489,332.37380952380965,66.47476190476037,4.684389091689931,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_raw_0_1,11,6,7,00100011100110011000100010000100,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_12_own_competence; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_25_agreement; det_30_authority,0.8690476190476191,0.17380952380951972,180,31.936904761904728,6.387380952380796,364.31071428571437,72.86214285714115,4.32444924889105,6,500.00000000001177,1716,100,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
