component,pattern,column
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_heat_recovery_mechanical_ventilation
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_join_an_energy_community
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_rooftop_photovoltaic_system_solar_pv
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_smart_home_systems
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__have_you_ever_taken_a_survey_about_this_project_before
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_change_energy_provider_or_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_installing_renewable_energy_solutions_at_home_e_g_solar_panels
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_join_an_energy_community_or_collective_self_consumption_scheme
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_purchase_more_energy_efficient_appliances
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_reduce_electricity_consumption_at_home_lighting_appliances_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_reduce_the_use_of_heating_or_air_conditioning
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_change_energy_provider_or_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_installing_renewable_energy_solutions_at_home_e_g_solar_panels
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_join_an_energy_community_or_collective_self_consumption_scheme
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_purchase_more_energy_efficient_appliances
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_reduce_electricity_consumption_at_home_lighting_appliances_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_reduce_the_use_of_heating_or_air_conditioning
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_abandoning_climate_commitments_instantly_repealing_environmental_laws_to_heavily_subsidize_a_return_to_domestic_coal_mining_and_fast_track_fracking_across_europe_disregarding_local_environmental_protections
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_busting_sanctions_on_pariah_states_unilaterally_ignoring_international_sanctions_to_purchase_heavily_discounted_oil_and_natural_gas_from_hostile_or_authoritarian_regimes_e_g_russia_venezuela
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_confiscation_of_private_reserves_legally_seizing_privately_owned_or_corporate_stockpiles_of_diesel_gas_and_raw_materials_without_standard_compensation_redistributing_them_to_state_logistics_and_the_military
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_emergency_executive_powers_suspending_normal_parliamentary_and_democratic_voting_processes_to_grant_the_executive_branch_unilateral_power_to_enforce_energy_decrees_instantly_bypassing_public_debate
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_energy_rationing_using_smart_grid_technology_to_forcefully_cut_off_electricity_to_residential_homes_and_non_essential_businesses_for_several_hours_a_day_to_guarantee_power_for_heavy_industry_and_hospitals
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_forced_nationalisation_of_energy_assets_the_government_seizing_private_energy_companies_refineries_and_storage_facilities_without_consent_to_force_them_to_operate_at_zero_profit_artificially_lowering_consumer_prices
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_geopolitical_realignment_completely_abandoning_the_historic_alliance_with_the_united_states_in_order_to_secure_guaranteed_long_term_energy_and_mineral_contracts_by_aligning_directly_with_competing_global_powers_like_china
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_independent_european_naval_escalation_deploying_a_heavily_armed_european_naval_armada_to_the_middle_east_with_authorization_to_initiate_preemptive_military_strikes_to_secure_shipping_lanes_risking_open_war_without_us_backing
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_predatory_resource_monopolisation_using_europes_massive_economic_power_to_force_developing_nations_e_g_in_africa_into_exclusive_below_market_energy_contracts_by_threatening_to_cut_off_foreign_aid_or_restrict_trade_access
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__in_a_typical_day_how_much_total_time_do_you_spend_travelling_please_include_all_trips_and_all_modes_of_transport
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__in_a_typical_day_what_is_the_total_distance_you_travel_please_include_all_trips_and_all_modes_of_transport_car_bicycle_public_transport_walking_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__in_which_climate_zone_do_you_live_please_select_the_option_that_corresponds_to_your_location_if_you_re_not_sure_which_climate_zone_you_live_in_please_refer_to_the_map_below_or_select_the_option_that_best_matches_your_region
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__in_which_country_do_you_currently_live
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__is_there_anything_else_you_would_like_to_share_with_us_regarding_your_experience_with_this_survey
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__languages
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__last_update
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__look_at_the_three_horizontal_lines_in_the_image_which_line_is_the_longest
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__on_a_scale_from_0_to_100_where_0_means_most_left_and_100_means_most_right_where_would_you_place_yourself_politically
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__on_a_scale_of_0_to_100_where_0_means_climate_change_does_not_exist_and_100_means_climate_change_is_real_and_caused_by_human_activities_how_would_you_rate_your_level_of_awareness_of_climate_change
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__on_a_scale_of_0_to_100_where_0_means_i_am_not_interested_in_energy_efficiency_at_all_and_100_means_i_am_interested_in_getting_the_highest_efficiency_in_my_home_even_if_the_actions_are_not_cost_effective_how_would_you_rate_your_energy_efficiency_goal
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__on_a_scale_of_0_to_100_where_0_means_it_is_the_first_time_i_hear_about_it_and_100_means_i_am_an_expert_or_activist_how_would_you_rate_your_level_of_awareness_about_the_energy_transition
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_enter_your_year_of_birth
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_follow_the_instruction_below_when_selecting_your_answer_select_option_4
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_balcony_solar_kits
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_electric_vehicle
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_storage_systems
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_recovery_mechanical_ventilation
