"cluster","expert_row","vol_cluster","cluster_dets_all","vol_expert","expert_dets_all","vol_common","common_dets","pct_cluster_covered","pct_expert_covered"
7,"Homo Economicus",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",9,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",60,81.8181818181818
7,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, RIGHTS.AND.DUTIES",73.3333333333333,84.6153846153846
7,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",4,"CREDIT.SCORE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE",26.6666666666667,44.4444444444444
7,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",5,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",33.3333333333333,55.5555555555556
7,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",10,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, SUPPORT",66.6666666666667,71.4285714285714
8,"Early Adopter",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",7,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE, NOVELTY, FUN, TRENDS, AUTHORITY",2,"CREDIT.SCORE, NOVELTY",13.3333333333333,28.5714285714286
8,"Uninterested",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",7,"LEGAL, SAFETY, TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES, PEER.PRESSURE",3,"TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING",20,42.8571428571429
8,"Homo Economicus",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",5,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, TECHNICAL.FIT",33.3333333333333,45.4545454545455
8,"Fearful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",6,"CREDIT.SCORE, RISK.PROFILE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING",40,46.1538461538462
8,"Stubborn",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",53.3333333333333,88.8888888888889
8,"Influencer",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",2,"CREDIT.SCORE, TECHNICAL.FIT",13.3333333333333,22.2222222222222
8,"Careful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",9,"CREDIT.SCORE, RISK.PROFILE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",60,64.2857142857143
